hg/ha_yield
242031
10007
35323
19658
61575
8803
229444
86899
38135
10000
11540
40000
11658
24792
10000
26087
12000
36070
100000
20587
15078
13006
33671
42187
22769
459091
21076
61320
8502
8443
24000
38260
284925
69948
182243
180000
38223
155717
12647
35803
9647
4449
156439
45328
93183
54771
23333
24852
7314
16508
16634
43622
82539
24713
4348
33064
22348
204570
126721
39530
7000
27397
26723
42492
17974
141084
10145
48077
27694
21899
53484
81356
171813
15004
76679
94211
331853
102177
43879
3364
112448
18849
20213
7895
105177
68971
43472
39602
9730
90651
65823
19125
17969
394286
41296
104038
34419
94450
144737
10565
16598
193333
28303
140463
82835
8462
18803
11923
45107
14217
21892
25841
26356
22223
28738
235049
3343
501412
41546
31538
12280
49355
104716
88000
321132
5701
117673
22564
13000
33152
27075
13722
134783
14232
105660
12342
29960
7405
162720
29756
230430
7624
31775
16518
66559
33500
258859
71308
28685
433870
11621
240356
156474
31759
195766
16923
20000
11915
12147
66692
166370
179167
51059
8011
27132
24828
307667
63110
89499
123377
88427
10000
274457
10628
92000
98384
52773
41526
102106
27129
168751
22500
19488
92069
67992
97882
22857
12067
15946
127352
24468
74694
21511
17969
22977
81574
110517
37858
12132
52321
39892
274272
26005
226963
19628
38335
18324
32509
94120
113617
12677
21211
3441
116605
118514
15000
27712
6099
13678
364770
28481
104002
30294
165128
3871
252815
90000
11192
103895
386978
23438
27612
109463
31254
155903
40590
28303
130631
110445
214829
6125
29338
46736
7011
54628
36812
5505
277517
66571
9731
119010
18216
164486
19667
84609
35620
42313
97290
173161
38994
25324
123061
20765
20000
8947
38260
109770
25401
15178
14104
200375
69832
42107
47633
131579
33767
64635
179410
127142
119702
304273
33176
97385
61736
61890
16180
40827
14259
18000
28850
157460
79048
268403
151462
54778
28288
14704
94481
82573
6920
60492
10602
340000
19213
194704
289220
262528
41577
24896
121373
104461
101288
52274
43100
38704
24475
60767
15711
25739
35096
40252
20869
70139
130482
34248
351358
8443
21211
29723
51114
111330
21932
24852
73748
14854
110524
185053
4642
27877
189990
8004
24726
168013
88003
81343
8947
27436
17458
190845
28508
57377
11612
307608
36352
208410
28446
212986
49625
8222
5998
62500
69777
44609
101504
269087
37329
335407
123061
45571
53249
23876
207114
19866
12500
54593
13330
59958
14534
13678
21998
194906
8443
150977
34608
116902
29704
193913
7968
288421
21285
22136
13322
19699
331853
340000
52250
131579
28965
43201
227240
16446
22912
104368
29782
18114
23363
35428
22070
109285
242399
7019
16679
49360
100000
10627
92069
14817
40000
5106
88711
157460
92069
34947
17150
10000
36099
16955
238528
36909
84823
10870
44007
199853
6171
85694
4423
197704
16015
224667
126980
49242
109103
221117
349594
140017
47052
166360
72902
27617
21698
58951
50360
80771
29756
10319
20660
11356
347368
100000
12801
46317
98176
192973
20782
62660
8947
321208
93936
24620
18654
72395
45355
15667
56326
192973
21870
322809
26817
32222
54593
9292
133197
56077
5962
19042
36070
64684
17498
128180
44691
4366
146230
112448
17008
17136
26092
68867
46361
9591
28523
30000
24105
101765
6156
34539
67374
137770
8103
11282
91522
36828
21505
262734
30744
26409
50653
9487
126099
91471
158831
11259
194173
432192
6167
25612
75236
16855
21710
20934
349594
19113
28389
17566
36705
126065
12942
9082
41885
38989
5730
101288
49103
116481
72917
26088
190454
88588
276629
164101
106899
67941
156250
36905
189910
67187
14384
42555
2824
74784
15385
15992
16018
28879
26163
15360
78827
21896
179630
152304
6712
25242
135625
209071
7715
10236
111171
44871
72826
37607
43333
59375
103053
161324
79229
152632
48263
102939
29655
5696
123921
12000
29914
165915
13483
1905
19466
78931
48000
20918
15986
32644
170964
30818
32033
41096
22246
125305
63603
7132
230430
14066
35762
20000
21241
159900
9679
28457
79592
15838
177570
161565
24828
23352
101661
21321
137949
50000
16129
116198
89342
84922
146230
155655
69212
34804
171429
208410
31941
16154
18926
61615
41152
120946
24128
260629
184236
3059
30744
346237
221642
52003
24304
14121
40252
69141
40000
258890
91522
36447
63303
62834
11380
92308
10000
313645
364770
22246
231353
45412
104368
20562
179341
218925
110108
221117
16667
5897
96698
284527
36988
266998
6162
19125
50962
12490
10385
45295
23378
20497
48971
20252
119608
85932
48163
25497
55446
15230
10005
17188
25180
60014
39394
32572
80873
318172
57377
85284
217530
16810
8443
352256
9759
29408
48725
33071
8889
250228
30279
78868
130482
14108
16273
200000
6416
131439
121763
164014
233775
162236
15420
226577
29901
10734
25441
63636
51360
104452
55351
25497
90909
11099
121998
189468
15189
72624
28268
30159
40063
23000
62573
47001
8904
32924
8016
223802
50134
120680
36875
29756
14794
216325
11940
11429
80643
73766
10000
5287
84609
74797
21388
96708
335407
28645
47661
88943
112088
68299
23028
68882
56910
166101
27641
82580
28930
11915
38335
115946
31329
50117
164103
4856
90000
321132
28476
143819
37202
64706
57296
61874
45531
18084
18706
159224
20184
28226
109215
12000
31169
89381
14014
100000
99940
140264
162061
5964
211244
248299
26667
31350
24761
164486
364770
138889
8406
126065
12636
13700
6078
205381
54185
13345
96078
22129
158338
83723
227606
199299
113070
183627
444167
91823
27447
21736
219707
162540
62796
7791
215028
55172
149024
89681
140099
113547
7841
55238
77812
119671
16408
229051
91471
32509
24140
22912
30421
58561
42989
187740
218059
29378
54742
199299
4507
88368
144231
30475
98688
31709
37525
9487
4512
23352
23429
154663
30903
120376
277258
29566
12351
128200
28457
6347
26228
88953
6203
21589
124894
333333
61811
46286
5309
92141
91489
28303
81716
22814
101582
7752
151000
45783
106321
63432
7987
28048
49126
5866
47767
9757
61664
31511
117490
39643
437606
162351
79053
99940
16135
2903
67703
28395
13333
8847
130776
61736
88889
176667
22828
6034
31158
86284
23352
7901
12801
18780
87490
80643
28216
24098
28667
10857
81537
16647
27463
298641
139499
8889
125000
41773
333333
92593
40612
154867
22580
49985
21824
30012
330590
60459
40590
87002
33671
415790
66187
27156
270436
175712
39530
12699
168033
172093
24344
18412
17030
36981
29052
24893
14700
34355
251300
18212
24065
24000
15010
56674
16910
75504
15551
20446
100385
95878
33518
26987
11521
40056
29071
13425
35565
21798
48956
7500
15541
82605
6164
27028
37320
8256
175095
24415
18762
28738
133386
158631
10123
22398
8592
48788
2901
14825
29974
55116
15013
34574
85000
9591
6011
122745
13197
278193
213250
37385
18409
53424
37686
5821
277258
25384
43834
43297
226963
66624
30382
21753
62500
140432
100000
17389
29665
127453
26056
54622
61538
25583
415887
146506
78520
35323
23796
8499
64152
57490
36909
61017
35157
195328
23533
35878
8768
80000
217379
29408
19792
15729
41605
136343
121926
29183
28453
44049
88000
92000
54185
205381
74827
26016
22467
11487
43561
16015
70273
94916
277576
41605
140000
17631
15465
8235
198359
12636
10319
18333
22912
10739
7450
99148
126099
58531
232625
69563
55255
16873
132702
27785
14000
50435
104716
28420
14498
79663
51899
63767
83453
343433
36335
127711
220155
53312
2736
60791
25189
14754
18910
21737
193516
96142
237707
27082
35000
195076
29712
226592
12853
180795
120475
125529
136634
115000
36396
21297
28986
5736
7968
258859
83705
31077
248299
12181
35939
20000
25468
160919
39905
21429
299709
35859
152379
56264
26366
20167
7490
12644
17094
25186
12351
349826
62734
68194
42107
77983
25997
225885
305570
24784
3911
20515
42576
19073
322204
148595
28476
44367
48943
7786
26056
23187
5910
62188
5870
12973
10000
15000
58453
166370
22303
36432
38260
96698
6920
15551
91667
407758
34547
15490
6011
450321
131840
11542
68566
26054
28451
8504
77471
181890
44199
133447
22255
34003
176444
7292
161919
192973
7825
73926
29317
4120
260629
28022
17169
168178
185819
418505
20731
7639
31617
62500
146230
160294
109000
90347
84850
26792
121926
81592
26744
14000
29886
21632
24139
40809
23005
31195
16250
10000
66250
17653
100000
14612
32888
5500
26789
29515
67684
66317
9487
242315
128373
117128
26723
88711
90479
6062
26817
37940
56763
47809
5451
26526
83453
431560
33823
63540
22680
114676
37895
417029
163462
144945
155229
16254
66187
207792
129407
23629
17962
227240
16918
43667
285275
35809
8700
239420
27999
124735
45373
100000
194906
20400
54929
109463
32199
121818
207228
24140
110638
42311
11998
10762
53703
27778
46956
24620
50057
57917
28645
17023
14825
26088
103444
77191
66005
205381
13757
76528
15456
3333
13530
36387
22857
47347
174848
112448
62154
153208
9688
17844
48234
21211
142029
200936
75504
2980
15000
142018
35939
42077
29782
17768
110417
67441
67429
47500
160294
37000
10145
88588
25797
336000
422227
12850
13330
175712
51905
61017
17322
51901
8947
21124
10628
6553
25198
353546
6375
233767
38750
15327
22564
16296
134922
43465
34029
402970
39830
1518
18216
168296
23352
19727
69454
18216
8502
36070
71153
31742
63907
107143
171813
31960
18114
96519
118173
71707
23256
16807
164550
15884
28828
164014
50308
226592
61736
11770
66922
17169
6125
94256
21363
14209
48388
2358
2702
143478
55026
37607
26629
61949
17035
34286
108971
19073
20195
58941
32434
22962
23796
198412
13872
205101
48987
7011
8235
14184
20659
30640
72120
26595
10628
79739
22498
226886
44007
13142
113360
72329
39397
109000
19865
18084
25168
206667
90080
156474
22977
12013
59057
84823
19060
122955
350887
22800
2669
27491
176230
19593
22500
86577
19261
183627
16000
29317
192973
103690
166600
35943
15845
18390
146230
32033
14894
19452
407758
22500
47419
61791
48441
26365
28395
32261
82910
31537
32572
13358
78947
40179
95000
19938
17500
72011
10734
21020
140795
65841
46471
165939
5979
321132
25760
35565
164267
24958
13390
288717
8502
42679
21472
100000
60780
84850
260759
15946
5999
23333
18002
12752
22859
24194
68194
84884
18173
237707
52044
191956
36396
99061
77309
9654
20238
19385
30559
4810
19452
23005
17922
63467
141758
192204
136059
31775
23926
25797
29768
277258
140795
23374
7129
224434
69611
81850
76000
33246
75260
14433
9859
19380
190845
16348
13330
1500
183778
97174
153341
17094
74649
309367
113485
166667
101888
97421
9591
20864
23363
11348
20987
59798
86849
9152
62667
7639
175233
50060
44601
18858
35111
94211
95296
321132
39830
14480
10946
109164
53698
18555
49586
60000
27397
22602
125000
11930
52165
124348
235027
160797
19503
17111
57885
43207
21275
28446
19910
23010
24308
7624
349594
170773
10628
27082
27166
21383
97253
103895
148126
37322
11482
141084
29167
18750
19999
75141
10000
54000
110000
20687
94939
13763
20066
211948
257507
8707
79720
196266
2463
87422
202174
153851
69762
13462
35966
92456
30012
67712
6587
8222
13855
15541
21218
10602
214928
263762
28867
270436
17812
19377
200578
26923
143358
108293
199803
19073
250695
65947
50000
46115
27199
14719
23796
91837
192104
21218
62847
166101
5808
8592
93583
28457
97333
89302
132795
17969
163770
19409
146090
18740
92083
11930
140795
10275
5001
88427
11915
8322
44809
36429
28591
52536
113272
218925
165123
17768
28895
26789
100000
18216
27806
23999
1899
28133
91667
2500
175000
43938
10000
185676
164267
20677
54929
30286
38120
27273
57329
48593
276422
120376
94599
29565
18974
17922
12160
132817
144802
35000
97385
102773
204487
202929
127059
10789
127273
26571
168931
135699
15711
28022
13330
31232
244675
14286
24321
90241
12968
1353
48004
266530
227240
31158
12636
270436
28000
14834
15300
41965
96233
8432
414503
100385
29801
7784
120398
53703
65367
194426
15384
54742
16250
19073
50057
9667
113473
20032
160294
25557
14230
161509
40000
101661
204570
65901
22814
250994
83964
270436
21193
24784
40821
183006
40397
155903
235756
12231
22030
128000
94268
14224
385818
31746
135853
28889
249910
71031
45412
83453
45531
36000
57069
126164
36408
55969
36601
259211
18269
354068
20783
20588
64150
490361
35872
97174
11621
24329
12317
30455
7754
135233
22564
9621
217455
8222
24415
109164
26092
123323
38210
100000
246394
23005
229189
288421
19125
27105
19849
58062
63992
84823
8947
14232
22199
10733
8629
26092
30909
9119
152748
88588
61214
48263
89907
25205
27227
71031
5754
104128
12284
202174
26365
9844
250910
11371
22996
33439
73838
64427
156474
20000
90909
65953
15263
238984
30984
445871
188091
137140
59989
79812
249602
17371
38919
29242
16392
198311
26271
46620
119975
16969
116902
15549
245134
20998
32924
47619
22000
24333
32924
2612
63483
139418
14201
5882
76643
435153
185891
20000
66617
30192
27376
30708
11089
50000
26125
9206
204570
102703
91084
193913
40303
30138
55195
433870
17791
272746
24592
15078
48925
29859
170506
25000
71988
21589
279430
105177
31158
23267
76992
248403
3075
25186
20066
11486
11473
40349
23679
1370
239420
15898
54288
6208
437606
30655
21349
362787
48875
38910
36800
381394
38846
9206
22902
107920
227606
16498
103895
41271
25939
227240
3812
27510
19298
2123
84823
277374
187500
9591
10319
34544
7064
201148
25833
96021
48502
232463
28395
8085
349594
28188
33071
111944
47857
31538
42203
25391
56844
34792
71621
3332
148084
232463
12361
11795
227242
10789
63045
238528
23450
144636
36210
22051
112271
64150
35878
24401
31881
9487
11736
67442
10123
81560
28770
10690
13530
100000
270436
166669
83636
13119
46823
61172
6078
17025
128177
171840
13971
235027
95878
1430
44688
8592
190427
66941
28188
150000
21875
57390
312853
17391
25837
83311
100000
79747
205631
14014
133171
26972
55000
5866
56560
63636
50554
6774
35878
9187
100385
21457
12353
97619
9487
15812
40618
25901
99623
70000
319429
47633
59772
8437
140959
30012
143579
16503
162540
27750
336000
32013
22602
311689
25441
20405
13334
63499
13483
19182
113682
37528
16758
32129
89626
25092
78827
8014
54221
11566
31527
85159
120680
13895
37951
28538
93753
58655
65000
248330
17500
32215
14819
6717
17922
7624
28451
68229
25739
2065
213306
19100
27132
37607
90947
30312
21141
46033
26012
54252
17050
67762
364770
25205
166159
259196
204570
27132
103928
16223
72257
26850
29281
94256
158974
32451
34588
31300
328633
44168
149346
30385
19455
43155
23178
26594
67058
29886
6171
15289
113307
8443
38704
3933
32888
120398
50306
66168
25590
236391
84440
39400
113272
11038
8502
127548
20997
19244
5543
193790
43465
28889
17922
361747
26125
121228
18130
46534
93755
44029
45108
174848
135370
9274
18410
17170
49326
168500
162720
188902
16466
93583
15013
9173
27081
26163
88276
38052
32405
15541
29901
169078
17050
77740
100000
35546
200585
22030
13582
24790
21870
10415
111111
23267
39482
20736
19333
101288
30558
9993
35056
68850
17575
178976
168931
34355
187394
17347
274457
12346
11001
82609
64481
7602
23917
121925
80643
4906
30455
4042
26188
92119
12531
11656
28303
223715
124843
96099
39688
47860
92139
30000
91501
457778
106604
13377
43750
36227
14121
10103
7995
67098
49103
258890
26163
20112
30228
26154
37202
97675
7901
8235
5542
94345
175168
208410
85779
13493
7545
43667
77902
23199
88346
24433
22769
347368
7200
245277
52263
19444
214928
96271
26372
22376
45365
51520
74865
283917
168136
20196
16946
36185
39915
10000
32064
155212
67542
47162
27522
194673
50338
29378
58000
176013
5918
30559
149382
20238
20755
14761
18594
22580
302133
166101
41609
9491
6484
121998
13308
77765
7879
149460
8889
82168
12351
25334
26366
361747
9034
7234
33064
110351
11104
47347
53333
9106
39830
54778
215175
110104
13218
68602
11001
27765
43834
6832
61017
37304
26016
34761
6156
32500
10166
50483
188160
101411
342404
11420
106800
267729
60379
390096
91667
6951
17094
51212
230430
16392
41821
25612
13530
62754
57661
33333
25837
17061
276422
83753
42372
76337
24906
7967
241020
86849
59388
19125
348034
210685
28303
17094
14992
80643
21697
12351
294270
143194
47005
29611
19730
31862
36909
104158
10743
141637
278748
15750
28188
32797
28738
6262
33587
34169
51674
65135
17035
7715
19450
307549
7143
23269
58060
185676
78022
17119
110351
10415
94186
8683
17368
85962
19999
51031
29904
155252
34265
22051
8472
24033
18696
90909
24852
30312
104810
26629
25837
38811
30423
26098
42555
89953
15541
83042
1959
226577
14013
92000
165714
19631
24925
20728
60000
83001
10121
60833
26666
81380
29871
98123
121926
45108
207006
133447
11551
72120
35359
305570
22143
13760
10000
155792
108065
35465
88477
8924
94967
105556
189474
175168
347555
14915
45652
8085
166101
56238
193878
85744
29515
40181
165820
14961
21611
7393
24790
35350
29285
64345
224601
26228
19296
6105
17922
8750
20087
26667
29782
9820
22008
8136
35371
146230
13006
57390
180931
22104
25777
47573
61630
3463
38910
21323
323303
53966
18048
40000
19061
9500
95878
8592
11137
20961
26602
7153
159705
57406
401515
33671
56258
290790
12633
117050
65367
37421
6204
64446
149024
17094
188091
156430
91667
116667
26176
70657
30714
25483
52290
51088
158462
69978
180240
31214
143831
113360
157895
188091
227139
335407
7161
24137
100000
12666
24828
8000
46471
21237
38798
19380
144802
15057
19846
34804
33587
93889
141084
247138
16254
67588
91740
27692
262166
7311
146125
27140
73131
14000
183627
40466
192104
59629
24271
91471
10000
44173
33671
19942
38000
34767
14854
92456
19056
34544
51360
47674
154929
10145
29207
22951
42519
48627
17981
349594
31742
22828
57000
73776
33787
45419
83453
4982
9014
26789
81739
10209
19565
52691
94375
7694
211919
19628
221778
8235
277517
75433
193913
25000
137352
20000
114447
27785
6344
12911
24761
67901
45317
37417
43099
21232
28303
24128
15946
34918
18484
188103
23796
52075
34248
32860
38181
71878
108871
143848
40252
33800
6179
11998
19852
92462
68194
24105
25667
9848
6953
36070
11585
50026
223802
165625
61017
104452
113463
83130
40776
61869
11998
91522
146230
27111
38763
35094
14279
27310
47762
52691
229189
21630
3597
86035
7639
53777
24253
67388
10460
31247
240356
299709
121000
24852
28476
254321
40010
170000
97619
86509
415887
45000
343433
100000
7534
138750
47544
66988
101190
121926
20000
190454
6167
33095
21858
152200
166699
123522
58281
34195
241821
43294
41365
18500
6667
30940
17931
26096
103928
26372
424863
13500
5350
28022
119184
142405
246394
250081
165000
17012
16015
136634
229189
75283
26125
43162
262528
24333
92184
16584
166101
7968
24699
140000
101190
156439
22658
9958
37900
20000
16758
26429
7602
5910
150135
5998
62754
26568
4712
249781
48441
8913
6945
38798
27105
25048
33064
10209
39900
57884
15852
26053
6447
83453
102703
220155
157998
21998
6166
159224
43105
77754
7566
57558
50427
66354
246070
6553
10628
304978
45412
16923
139499
31537
107743
56326
38500
90909
25112
18900
93194
77192
88376
120019
204599
62489
12511
32060
51872
14916
239523
9101
17982
160184
96965
155006
8981
116605
9568
14495
123323
12559
36909
29901
94599
14105
15034
53403
97727
159367
37845
199299
187394
45975
43558
17969
158431
5451
74478
32924
340000
54938
142405
6835
271599
21516
56499
5481
26972
180000
11061
268098
12125
31759
165820
91522
22550
106321
175716
5248
185891
26366
55089
26722
123522
12636
14825
35878
113360
175712
50191
82573
45660
238528
35167
104986
30460
13333
37320
38910
6203
72328
78520
9092
16868
8163
5798
100000
25371
112135
53222
13530
7825
183627
19488
5789
7968
6706
22852
15188
79015
34122
140463
22336
43845
36501
76063
104368
44359
49493
146020
139562
19315
66694
111841
26568
193762
128200
69611
230788
62636
19704
312073
83525
29771
59403
13846
100000
14506
525
166275
22027
20333
72244
18412
12908
21347
9095
12834
25000
15551
77765
328633
200000
43555
73312
12997
80716
47474
19009
17922
146252
10121
30058
39845
244444
2065
447570
25667
127749
13587
24266
166681
96414
32585
22223
30000
23940
929
47722
8981
22003
272746
171948
37953
33176
39197
28162
28150
48705
240356
164550
143440
7161
307044
25000
4218
26972
64794
31169
116617
14121
158338
15891
28738
30210
11001
227606
97208
63928
13763
93333
8215
8608
125175
2034
18115
12160
19597
202955
7161
129483
142515
24105
11998
25000
10319
20909
203585
72932
86976
447570
12008
120150
93077
15260
29566
13053
22508
28810
20238
263269
185891
18118
40000
143579
14825
18947
18130
104167
17190
12878
166304
40000
118173
34544
31191
3974
14507
211519
15004
98033
23048
48883
170608
31960
165914
26365
220905
96698
91258
333534
207982
20115
29756
17853
12942
157143
19487
84913
13681
37528
10000
41979
112892
108498
22136
44921
299709
21211
14713
15729
45266
32484
7778
71988
26087
27324
16032
27004
116902
97450
149938
7602
11001
73539
97421
26650
55615
47324
21503
24761
22223
7466
52536
13310
61416
8553
32667
19184
29473
19658
29886
424362
27491
199650
21569
121925
31604
53704
43487
112584
179580
10000
11477
100000
7020
9400
26092
73941
6224
7203
31467
46272
156377
23785
108696
307406
188908
10129
25668
276077
230788
36022
66953
304978
137850
146020
19852
119360
61679
155252
25971
128373
40059
53603
134795
40000
10734
129483
27906
23629
31169
16499
5124
34154
22222
21121
233775
106570
16229
90623
41009
7001
27310
22828
383
49591
185920
19488
18436
20652
68381
62252
9487
16279
39089
14983
110676
140000
40821
324041
38841
10000
18750
333333
15023
51321
35174
3366
7786
46634
149024
9082
12780
335407
30588
66667
153432
24824
11380
35040
179580
22917
23796
32405
4719
28127
9082
321625
44029
19296
24852
32889
173333
11241
19996
32215
155621
8766
34444
25557
12633
185891
129407
9621
15533
18410
90869
16578
49551
173834
127136
23352
6850
58248
28328
10000
19042
23359
447083
81007
109509
6735
162092
199803
161439
41438
17914
110808
34658
36909
30331
134815
192204
26350
86612
12345
173430
23416
17631
30811
17929
97619
51174
12578
26667
28692
209884
62777
24401
60192
113360
300394
183965
120150
20000
334130
11269
28303
130461
28273
96099
46016
14560
30774
17188
7836
88492
195236
399956
23497
12057
91489
217530
7838
166143
136364
79979
157136
252775
252815
50026
66240
19466
21642
13197
7602
232463
276923
295909
24814
54329
7968
80771
21321
24896
12335
19001
156482
18654
75000
115008
73884
63915
18216
30914
110351
69798
268306
12160
205381
45529
11149
25324
44792
146964
77780
25109
23058
124266
37108
415188
23378
11998
107931
300000
25668
66592
272746
139159
164014
162540
7602
56607
206004
5750
54185
94112
111344
27621
24181
104168
11540
14121
111665
12351
187461
136186
48268
140099
72528
26789
20000
46310
84440
10730
86907
99665
12446
31775
19338
97174
114957
29985
27081
272746
15813
88953
55969
24170
4422
14950
233333
37130
88711
24105
70661
203649
236013
361747
36869
253333
226517
26092
22587
70657
57251
214905
277374
37500
161991
68566
18573
17314
33787
111477
10606
7336
6162
38260
22498
65761
64286
27093
30649
149004
30744
111848
306342
157143
35722
44691
101042
272746
27156
13530
77089
124735
160294
80643
80716
131429
214445
2511
92345
23187
120398
30328
91587
26602
83078
35878
444167
20802
31775
17000
19146
443191
9568
102703
26188
33040
193036
2258
408993
251702
95332
27251
20694
9400
75260
104002
63000
8998
17981
26365
19944
7717
9487
27500
8333
9400
43577
59821
16111
118759
140264
157998
16015
45147
451182
11458
183627
15078
35565
42722
37476
146020
41706
27290
451015
19409
69141
16908
26092
38760
391347
98171
29285
250797
9475
17500
56766
164101
18216
13019
31313
191735
117046
22621
20745
13763
26602
60160
72139
69768
145518
67037
44007
259341
19385
185053
12768
87500
230430
33071
41320
14071
56044
29421
57803
198311
83453
66228
10000
144737
13763
317647
198460
57314
55463
133759
70808
232463
31329
209796
29918
12351
27079
64929
72528
69037
287905
44999
123289
54179
62160
23267
13773
120019
41536
24455
237936
220689
230653
23312
58186
141084
9290
303218
15106
120628
9689
29782
23876
88095
22912
19056
7968
28191
134795
35096
25858
90623
19385
79624
106912
71308
18334
18333
183405
134485
17297
15196
7576
13548
149024
28085
137949
19942
13325
34024
25543
140000
16223
217530
155462
3747
46082
132964
135135
14480
181975
12423
16015
7087
28346
253729
27132
145719
105267
193104
275000
13869
21288
63074
8954
33170
9173
140264
67901
26222
82814
365161
31775
15013
25539
58060
8104
22027
193104
73667
167541
22075
312853
92000
29317
126304
21349
95142
5911
27789
23796
9820
88003
72015
322204
334130
40800
27081
43581
82573
141860
225093
11356
33972
35722
46471
5924
60877
38351
154330
64256
307946
33138
93120
20184
28508
35692
205463
17116
18334
26103
6208
36336
14416
50999
35526
167541
125529
89385
95455
23840
141677
18193
17969
20630
11620
143440
18555
18216
41734
30556
166667
154679
103563
177133
175168
27132
351066
43969
7560
9214
38789
38151
122330
24253
37385
85308
66667
212397
8857
60906
11488
35199
185920
80873
41138
99148
29071
28424
16352
29319
306736
126164
225747
23005
123522
186443
136768
86907
70657
135714
7528
33587
34286
41681
20927
22303
277566
3322
223802
26163
207151
88376
5926
34921
19487
188269
10000
140264
226963
198359
125000
33176
12450
12054
245277
194173
6234
19385
285359
31586
31400
5856
66667
86907
424781
100909
8472
14623
161538
41805
16776
54365
60192
301218
32129
42534
364770
31759
389423
12857
27712
119046
6274
17389
156357
158631
68381
381394
12000
159562
46589
209840
192973
223344
95670
19295
218355
25456
18974
2866
10209
17931
6417
56326
37000
76800
108559
210624
82835
43667
25302
37202
27612
321132
44631
71895
268306
21259
19792
2436
7670
11845
5745
13681
8580
83453
69056
30923
37611
26163
32366
18803
204955
106643
30702
15144
8255
15198
323303
252775
10415
29408
26780
29317
21627
30138
224888
64150
95865
66682
57599
9292
164101
24561
57792
32367
72139
122220
109259
13390
14201
22467
21053
4500
9035
8136
130618
174739
78980
266998
27081
55771
18963
20533
12360
24067
30460
146076
8830
2989
336000
21505
15946
12075
159195
50096
22493
16930
15537
93194
187461
18111
26195
107832
6063
29756
333333
59471
129138
133759
14527
18506
20288
25900
97174
4861
31158
27491
68133
9621
12608
21111
43453
42754
23686
158631
86415
60000
18841
114561
21675
20174
14726
63984
48502
34738
8334
31586
72035
72624
289832
91892
206853
113496
111590
38746
70664
21275
23533
161101
15057
5207
11001
26005
10236
79284
152381
117588
100750
28395
111714
27105
48000
159900
94939
8583
143750
48842
2519
7500
10628
17613
392539
364770
16727
22336
188103
24784
21574
13324
160294
29843
324041
163870
106147
16705
23702
73884
27769
97385
101200
97297
9106
24390
17361
5736
69838
62724
20000
43973
13794
23497
22671
7714
23551
76511
9552
25000
107868
12964
28508
139298
29600
91587
70664
17922
71621
130896
17707
18334
34521
54597
45365
144321
91413
249781
340000
50071
12959
162720
66342
118459
17981
19231
18412
97208
20405
7624
5845
64106
29843
163152
27000
7490
101661
27621
64479
289832
27906
324041
88276
84528
17030
10734
44871
69589
36059
5952
28188
27138
65035
408993
171804
90623
15465
79053
113473
18334
8443
27250
64627
55593
50153
227
68750
26188
171813
38989
25456
16279
119978
88943
32509
230430
46372
107859
192339
10123
42192
136634
55127
349594
192204
84626
24620
38215
30708
364770
19998
160877
38661
10000
36993
13983
38295
58268
18000
4121
7841
155782
227606
21417
326986
48950
16457
8136
19868
3200
57689
17015
61985
6018
25000
10838
9082
285425
97208
64737
2046
17969
190000
40800
47033
20598
91009
95100
24784
26125
131818
100000
108647
14578
